"T","X","Y","Z"
"2020-08-19 19:37:24.387","0.458949","9.484945","0.611932"
"2020-08-19 19:37:24.389","0.458949","9.637929","0.764915"
"2020-08-19 19:37:24.391","0.458949","9.484945","0.611932"
"2020-08-19 19:37:24.393","0.458949","9.637929","0.764915"
"2020-08-19 19:37:24.395","0.305966","9.637929","0.458949"
"2020-08-19 19:37:24.397","0.305966","9.637929","0.764915"
"2020-08-19 19:37:24.399","0.458949","9.637929","0.611932"
"2020-08-19 19:37:24.401","0.458949","9.637929","0.611932"
"2020-08-19 19:37:24.403","0.458949","9.637929","0.611932"
"2020-08-19 19:37:24.405","0.458949","9.637929","0.458949"
"2020-08-19 19:37:24.407","0.458949","9.637929","0.458949"
"2020-08-19 19:37:24.409","0.458949","9.484945","0.764915"
"2020-08-19 19:37:24.411","0.458949","9.484945","0.611932"
"2020-08-19 19:37:24.413","0.458949","9.484945","0.611932"
"2020-08-19 19:37:24.415","0.458949","9.637929","0.611932"
"2020-08-19 19:37:24.417","0.458949","9.637929","0.458949"
"2020-08-19 19:37:24.419","0.458949","9.484945","0.611932"
"2020-08-19 19:37:24.421","0.458949","9.637929","0.611932"
"2020-08-19 19:37:24.423","0.458949","9.484945","0.458949"
"2020-08-19 19:37:24.425","0.458949","9.637929","0.764915"
"2020-08-19 19:37:24.427","0.458949","9.637929","0.611932"
"2020-08-19 19:37:24.429","0.458949","9.484945","0.611932"
"2020-08-19 19:37:24.431","0.458949","9.637929","0.458949"
"2020-08-19 19:37:24.433","0.305966","9.637929","0.458949"
"2020-08-19 19:37:24.435","0.458949","9.637929","0.611932"
"2020-08-19 19:37:24.437","0.458949","9.637929","0.611932"
"2020-08-19 19:37:24.439","0.458949","9.637929","0.611932"
"2020-08-19 19:37:24.441","0.458949","9.484945","0.611932"
"2020-08-19 19:37:24.443","0.458949","9.484945","0.458949"
"2020-08-19 19:37:24.445","0.458949","9.637929","0.611932"
"2020-08-19 19:37:24.447","0.458949","9.637929","0.611932"
"2020-08-19 19:37:24.449","0.305966","9.637929","0.611932"
"2020-08-19 19:37:24.451","0.458949","9.484945","0.611932"
"2020-08-19 19:37:24.453","0.458949","9.637929","0.611932"
"2020-08-19 19:37:24.455","0.611932","9.637929","0.611932"
"2020-08-19 19:37:24.457","0.458949","9.484945","0.611932"
"2020-08-19 19:37:24.459","0.458949","9.484945","0.611932"
"2020-08-19 19:37:24.461","0.458949","9.484945","0.458949"
"2020-08-19 19:37:24.463","0.458949","9.637929","0.458949"
"2020-08-19 19:37:24.465","0.458949","9.637929","0.458949"
"2020-08-19 19:37:24.467","0.458949","9.637929","0.764915"
"2020-08-19 19:37:24.469","0.458949","9.637929","0.611932"
"2020-08-19 19:37:24.471","0.305966","9.637929","0.458949"
"2020-08-19 19:37:24.473","0.458949","9.637929","0.764915"
"2020-08-19 19:37:24.475","0.458949","9.484945","0.611932"
"2020-08-19 19:37:24.477","0.611932","9.637929","0.764915"
"2020-08-19 19:37:24.479","0.458949","9.484945","0.611932"
"2020-08-19 19:37:24.481","0.458949","9.637929","0.458949"
"2020-08-19 19:37:24.483","0.458949","9.637929","0.764915"
"2020-08-19 19:37:24.485","0.305966","9.637929","0.611932"
"2020-08-19 19:37:24.487","0.305966","9.637929","0.611932"
"2020-08-19 19:37:24.489","0.611932","9.484945","0.611932"
