"T","X","Y","Z"
"2020-08-19 19:35:44.029","0.458949","9.637929","0.611932"
"2020-08-19 19:35:44.031","0.458949","9.484945","0.611932"
"2020-08-19 19:35:44.033","0.458949","9.637929","0.611932"
"2020-08-19 19:35:44.035","0.611932","9.484945","0.611932"
"2020-08-19 19:35:44.037","0.458949","9.637929","0.458949"
"2020-08-19 19:35:44.039","0.305966","9.484945","0.458949"
"2020-08-19 19:35:44.041","0.458949","9.637929","0.764915"
"2020-08-19 19:35:44.043","0.611932","9.637929","0.611932"
"2020-08-19 19:35:44.045","0.458949","9.637929","0.611932"
"2020-08-19 19:35:44.047","0.458949","9.790912","0.458949"
"2020-08-19 19:35:44.049","0.458949","9.637929","0.764915"
"2020-08-19 19:35:44.051","0.458949","9.637929","0.458949"
"2020-08-19 19:35:44.053","0.305966","9.637929","0.611932"
"2020-08-19 19:35:44.055","0.305966","9.637929","0.764915"
"2020-08-19 19:35:44.057","0.458949","9.637929","0.458949"
"2020-08-19 19:35:44.059","0.305966","9.637929","0.764915"
"2020-08-19 19:35:44.061","0.305966","9.637929","0.764915"
"2020-08-19 19:35:44.063","0.458949","9.637929","0.764915"
"2020-08-19 19:35:44.065","0.458949","9.637929","0.458949"
"2020-08-19 19:35:44.067","0.458949","9.637929","0.611932"
"2020-08-19 19:35:44.069","0.458949","9.484945","0.611932"
"2020-08-19 19:35:44.071","0.458949","9.637929","0.611932"
"2020-08-19 19:35:44.073","0.458949","9.637929","0.764915"
"2020-08-19 19:35:44.075","0.305966","9.637929","0.458949"
"2020-08-19 19:35:44.077","0.458949","9.484945","0.917898"
"2020-08-19 19:35:44.079","0.458949","9.637929","0.458949"
"2020-08-19 19:35:44.081","0.458949","9.484945","0.611932"
"2020-08-19 19:35:44.083","0.458949","9.484945","0.611932"
"2020-08-19 19:35:44.085","0.611932","9.637929","0.611932"
"2020-08-19 19:35:44.087","0.305966","9.637929","0.764915"
"2020-08-19 19:35:44.089","0.458949","9.637929","0.611932"
"2020-08-19 19:35:44.091","0.458949","9.484945","0.458949"
"2020-08-19 19:35:44.093","0.458949","9.637929","0.764915"
"2020-08-19 19:35:44.095","0.458949","9.637929","0.611932"
"2020-08-19 19:35:44.097","0.458949","9.637929","0.458949"
"2020-08-19 19:35:44.099","0.458949","9.637929","0.458949"
