"T","X","Y","Z"
"2020-08-19 19:37:14.359","0.458949","9.484945","0.611932"
"2020-08-19 19:37:14.361","0.305966","9.637929","0.611932"
"2020-08-19 19:37:14.363","0.458949","9.637929","0.458949"
"2020-08-19 19:37:14.365","0.458949","9.637929","0.611932"
"2020-08-19 19:37:14.367","0.458949","9.637929","0.611932"
"2020-08-19 19:37:14.369","0.611932","9.484945","0.611932"
"2020-08-19 19:37:14.371","0.458949","9.637929","0.611932"
"2020-08-19 19:37:14.373","0.305966","9.484945","0.611932"
"2020-08-19 19:37:14.375","0.458949","9.484945","0.764915"
"2020-08-19 19:37:14.377","0.458949","9.637929","0.764915"
"2020-08-19 19:37:14.379","0.458949","9.637929","0.611932"
"2020-08-19 19:37:14.381","0.305966","9.484945","0.458949"
"2020-08-19 19:37:14.383","0.458949","9.637929","0.611932"
"2020-08-19 19:37:14.385","0.458949","9.484945","0.611932"
"2020-08-19 19:37:14.387","0.611932","9.637929","0.764915"
"2020-08-19 19:37:14.389","0.458949","9.790912","0.458949"
"2020-08-19 19:37:14.391","0.458949","9.637929","0.764915"
"2020-08-19 19:37:14.393","0.305966","9.637929","0.611932"
"2020-08-19 19:37:14.395","0.611932","9.637929","0.764915"
"2020-08-19 19:37:14.397","0.458949","9.637929","0.611932"
"2020-08-19 19:37:14.399","0.458949","9.484945","0.764915"
"2020-08-19 19:37:14.401","0.458949","9.637929","0.611932"
"2020-08-19 19:37:14.403","0.458949","9.637929","0.611932"
"2020-08-19 19:37:14.405","0.458949","9.484945","0.611932"
"2020-08-19 19:37:14.407","0.458949","9.331963","0.458949"
"2020-08-19 19:37:14.409","0.458949","9.484945","0.458949"
"2020-08-19 19:37:14.411","0.458949","9.637929","0.611932"
"2020-08-19 19:37:14.413","0.458949","9.637929","0.458949"
"2020-08-19 19:37:14.415","0.305966","9.637929","0.458949"
"2020-08-19 19:37:14.417","0.458949","9.637929","0.458949"
"2020-08-19 19:37:14.419","0.458949","9.637929","0.458949"
"2020-08-19 19:37:14.421","0.458949","9.484945","0.764915"
"2020-08-19 19:37:14.423","0.458949","9.637929","0.458949"
"2020-08-19 19:37:14.425","0.458949","9.637929","0.611932"
"2020-08-19 19:37:14.427","0.458949","9.637929","0.458949"
"2020-08-19 19:37:14.429","0.611932","9.484945","0.764915"
"2020-08-19 19:37:14.431","0.305966","9.637929","0.458949"
"2020-08-19 19:37:14.433","0.458949","9.637929","0.611932"
"2020-08-19 19:37:14.435","0.458949","9.637929","0.611932"
"2020-08-19 19:37:14.437","0.458949","9.637929","0.764915"
"2020-08-19 19:37:14.439","0.305966","9.637929","0.611932"
"2020-08-19 19:37:14.441","0.458949","9.637929","0.458949"
"2020-08-19 19:37:14.443","0.458949","9.484945","0.764915"
"2020-08-19 19:37:14.445","0.458949","9.637929","0.611932"
"2020-08-19 19:37:14.447","0.611932","9.484945","0.458949"
"2020-08-19 19:37:14.449","0.458949","9.637929","0.458949"
"2020-08-19 19:37:14.451","0.611932","9.637929","0.611932"
"2020-08-19 19:37:14.453","0.458949","9.331963","0.764915"
"2020-08-19 19:37:14.455","0.458949","9.637929","0.458949"
"2020-08-19 19:37:14.457","0.305966","9.637929","0.305966"
"2020-08-19 19:37:14.459","0.458949","9.637929","0.611932"
