"T","X","Y","Z"
"2020-08-19 19:36:44.281","0.611932","9.637929","0.764915"
"2020-08-19 19:36:44.283","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.285","0.458949","9.484945","0.611932"
"2020-08-19 19:36:44.287","0.458949","9.637929","0.764915"
"2020-08-19 19:36:44.289","0.458949","9.484945","0.458949"
"2020-08-19 19:36:44.291","0.458949","9.484945","0.764915"
"2020-08-19 19:36:44.293","0.458949","9.637929","0.305966"
"2020-08-19 19:36:44.295","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.297","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.299","0.458949","9.790912","0.764915"
"2020-08-19 19:36:44.301","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.303","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.305","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.307","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.309","0.305966","9.637929","0.611932"
"2020-08-19 19:36:44.311","0.305966","9.484945","0.611932"
"2020-08-19 19:36:44.313","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.315","0.611932","9.484945","0.764915"
"2020-08-19 19:36:44.317","0.305966","9.637929","0.611932"
"2020-08-19 19:36:44.319","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.321","0.458949","9.484945","0.611932"
"2020-08-19 19:36:44.323","0.458949","9.484945","0.611932"
"2020-08-19 19:36:44.325","0.305966","9.637929","0.611932"
"2020-08-19 19:36:44.327","0.611932","9.484945","0.458949"
"2020-08-19 19:36:44.329","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.331","0.611932","9.637929","0.458949"
"2020-08-19 19:36:44.333","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.335","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.337","0.458949","9.790912","0.458949"
"2020-08-19 19:36:44.339","0.458949","9.637929","0.764915"
"2020-08-19 19:36:44.341","0.611932","9.637929","0.764915"
"2020-08-19 19:36:44.343","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.345","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.347","0.611932","9.637929","0.458949"
"2020-08-19 19:36:44.349","0.305966","9.637929","0.917898"
"2020-08-19 19:36:44.351","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.353","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.355","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.357","0.458949","9.484945","0.458949"
"2020-08-19 19:36:44.359","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.361","0.611932","9.637929","0.611932"
"2020-08-19 19:36:44.363","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.365","0.458949","9.484945","0.764915"
"2020-08-19 19:36:44.367","0.458949","9.484945","0.611932"
"2020-08-19 19:36:44.369","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.371","0.458949","9.484945","0.764915"
"2020-08-19 19:36:44.373","0.305966","9.484945","0.611932"
"2020-08-19 19:36:44.375","0.305966","9.790912","0.611932"
"2020-08-19 19:36:44.377","0.458949","9.637929","0.764915"
"2020-08-19 19:36:44.379","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.381","0.458949","9.484945","0.458949"
"2020-08-19 19:36:44.383","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.385","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.387","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.389","0.458949","9.484945","0.764915"
"2020-08-19 19:36:44.391","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.393","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.395","0.458949","9.484945","0.458949"
"2020-08-19 19:36:44.397","0.611932","9.637929","0.458949"
"2020-08-19 19:36:44.399","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.401","0.458949","9.637929","0.764915"
"2020-08-19 19:36:44.403","0.305966","9.637929","0.611932"
"2020-08-19 19:36:44.405","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.407","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.409","0.458949","9.484945","0.611932"
"2020-08-19 19:36:44.411","0.458949","9.484945","0.611932"
"2020-08-19 19:36:44.413","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.415","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.417","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.419","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.421","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.423","0.458949","9.637929","0.764915"
"2020-08-19 19:36:44.425","0.458949","9.484945","0.458949"
"2020-08-19 19:36:44.427","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.429","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.431","0.458949","9.637929","0.764915"
"2020-08-19 19:36:44.433","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.435","0.611932","9.637929","0.611932"
"2020-08-19 19:36:44.437","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.439","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.441","0.458949","9.484945","0.611932"
"2020-08-19 19:36:44.443","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.445","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.447","0.458949","9.484945","0.764915"
"2020-08-19 19:36:44.449","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.451","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.453","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.455","0.611932","9.637929","0.611932"
"2020-08-19 19:36:44.457","0.611932","9.484945","0.611932"
"2020-08-19 19:36:44.459","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.461","0.458949","9.484945","0.458949"
"2020-08-19 19:36:44.463","0.458949","9.484945","0.458949"
"2020-08-19 19:36:44.465","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.467","0.305966","9.484945","0.611932"
"2020-08-19 19:36:44.469","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.471","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.473","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.475","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.477","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.479","0.458949","9.484945","0.611932"
"2020-08-19 19:36:44.481","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.483","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.485","0.458949","9.484945","0.611932"
"2020-08-19 19:36:44.487","0.305966","9.637929","0.611932"
"2020-08-19 19:36:44.495","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.497","0.611932","9.637929","0.458949"
"2020-08-19 19:36:44.499","0.611932","9.637929","0.458949"
"2020-08-19 19:36:44.501","0.458949","9.484945","0.611932"
"2020-08-19 19:36:44.503","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.505","0.458949","9.484945","0.458949"
"2020-08-19 19:36:44.507","0.458949","9.484945","0.764915"
"2020-08-19 19:36:44.509","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.511","0.458949","9.484945","0.458949"
"2020-08-19 19:36:44.513","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.515","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.517","0.458949","9.637929","0.764915"
"2020-08-19 19:36:44.519","0.305966","9.637929","0.611932"
"2020-08-19 19:36:44.521","0.458949","9.484945","0.458949"
"2020-08-19 19:36:44.523","0.305966","9.790912","0.611932"
"2020-08-19 19:36:44.525","0.458949","9.484945","0.611932"
"2020-08-19 19:36:44.527","0.458949","9.637929","0.611932"
"2020-08-19 19:36:44.529","0.611932","9.637929","0.611932"
"2020-08-19 19:36:44.531","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.533","0.458949","9.637929","0.458949"
"2020-08-19 19:36:44.535","0.458949","9.637929","0.764915"
"2020-08-19 19:36:44.537","0.458949","9.637929","0.611932"
